ΕΛΛΗΝΙΚΗ ΟΝΟΜΑΤΟΛΟΓΙΑ ΚΑΙ ΚΩΔΙΚΟΠΟΙΗΣΗ ΤΩΝ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;;;
Α/α;ΚΩΔΙΚΟΣ;ΤΕΛΙΚΕΣ ΟΝΟΜΑΣΙΕΣ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;
456;X604041;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΑΥΧΕΝΑ, ΑΚΡΑΣ ΧΕΙΡΟΣ, ΑΚΡΟΥ ΠΟΔΑ ΚΑΙ/Ή ΕΞΩΤΕΡΙΚΩΝ ΓΕΝΝΗΤΙΚΩΝ ΟΡΓΑΝΩΝ· 2.5 cm Ή ΛΙΓΟΤΕΡΟ;;;;;
457;X604043;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΑΥΧΕΝΑ, ΑΚΡΑΣ ΧΕΙΡΟΣ, ΑΚΡΟΥ ΠΟΔΑ ΚΑΙ/Ή ΕΞΩΤΕΡΙΚΩΝ ΓΕΝΝΗΤΙΚΩΝ ΟΡΓΑΝΩΝ· 2.6 ΕΩΣ 7.5 cm;;;;;
458;X604047;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΑΥΧΕΝΑ, ΑΚΡΑΣ ΧΕΙΡΟΣ, ΑΚΡΟΥ ΠΟΔΑ ΚΑΙ/Ή ΕΞΩΤΕΡΙΚΩΝ ΓΕΝΝΗΤΙΚΩΝ ΟΡΓΑΝΩΝ· 7.6 ΕΩΣ 12.5 cm;;;;;
459;X604049;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΑΥΧΕΝΑ, ΑΚΡΑΣ ΧΕΙΡΟΣ, ΑΚΡΟΥ ΠΟΔΑ ΚΑΙ/Ή ΕΞΩΤΕΡΙΚΩΝ ΓΕΝΝΗΤΙΚΩΝ ΟΡΓΑΝΩΝ· 12.6 ΕΩΣ 20.0 cm;;;;;
460;X604051;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΑΥΧΕΝΑ, ΑΚΡΑΣ ΧΕΙΡΟΣ, ΑΚΡΟΥ ΠΟΔΑ ΚΑΙ/Ή ΕΞΩΤΕΡΙΚΩΝ ΓΕΝΝΗΤΙΚΩΝ ΟΡΓΑΝΩΝ· 20.1 ΕΩΣ 30.0 cm;;;;;
461;X604053;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΑΥΧΕΝΑ, ΑΚΡΑΣ ΧΕΙΡΟΣ, ΑΚΡΟΥ ΠΟΔΑ ΚΑΙ/Ή ΕΞΩΤΕΡΙΚΩΝ ΓΕΝΝΗΤΙΚΩΝ ΟΡΓΑΝΩΝ· ΑΝΩ ΤΩΝ 30 cm;;;;;
462;X604061;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΠΡΟΣΩΠΟΥ, ΩΤΩΝ, ΒΛΕΦΑΡΩΝ, ΤΗ ΡΙΝΟΣ, ΧΕΙΛΕΩΝ ΚΑΙ/Ή ΒΛΕΝΝΟΓΟΝΩΝ·2.5 cm Ή ΛΙΓΟΤΕΡΟ;;;;;
463;X604063;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΠΡΟΣΩΠΟΥ, ΩΤΩΝ, ΒΛΕΦΑΡΩΝ, ΤΗ ΡΙΝΟΣ, ΧΕΙΛΕΩΝ ΚΑΙ/Ή ΒΛΕΝΝΟΓΟΝΩΝ· 2.6 ΕΩΣ 5.0 cm;;;;;
464;X604065;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΠΡΟΣΩΠΟΥ, ΩΤΩΝ, ΒΛΕΦΑΡΩΝ, ΤΗ ΡΙΝΟΣ, ΧΕΙΛΕΩΝ ΚΑΙ/Ή ΒΛΕΝΝΟΓΟΝΩΝ· 5.1 ΕΩΣ 7.5 cm;;;;;
465;X604067;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΠΡΟΣΩΠΟΥ, ΩΤΩΝ, ΒΛΕΦΑΡΩΝ, ΤΗ ΡΙΝΟΣ, ΧΕΙΛΕΩΝ ΚΑΙ/Ή ΒΛΕΝΝΟΓΟΝΩΝ· 7.6 ΕΩΣ 12.5 cm;;;;;
466;X604069;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΠΡΟΣΩΠΟΥ, ΩΤΩΝ, ΒΛΕΦΑΡΩΝ, ΤΗ ΡΙΝΟΣ, ΧΕΙΛΕΩΝ ΚΑΙ/Ή ΒΛΕΝΝΟΓΟΝΩΝ· 12.6 ΕΩΣ 20.0 cm;;;;;
467;X604071;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΠΡΟΣΩΠΟΥ, ΩΤΩΝ, ΒΛΕΦΑΡΩΝ, ΤΗ ΡΙΝΟΣ, ΧΕΙΛΕΩΝ ΚΑΙ/Ή ΒΛΕΝΝΟΓΟΝΩΝ· 20.1 ΕΩΣ 30.0 cm;;;;;
468;X604073;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΣΑΙΑ, ΤΡΑΥΜΑΤΑ ΠΡΟΣΩΠΟΥ, ΩΤΩΝ, ΒΛΕΦΑΡΩΝ, ΤΗ ΡΙΝΟΣ, ΧΕΙΛΕΩΝ ΚΑΙ/Ή ΒΛΕΝΝΟΓΟΝΩΝ· ΑΝΩ ΤΩΝ 30.0 cm;;;;;
469;X606159;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΚΟΡΜΟΣ· 1.1 ΕΩΣ 2.5 cm;;;;;
470;X606161;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΚΟΡΜΟΣ· 2.6 ΕΩΣ 7.5 cm;;;;;
471;X606163;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΚΟΡΜΟΣ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 5 cm (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ  ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
472;X606199;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΚΡΑΝΙΟ, ΑΝΩ ΑΚΡΑ, ΚΑΙ/Ή ΚΑΤΩ ΑΚΡΑ· 1.1 ΕΩΣ 2.5 cm;;;;;
473;X606201;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΚΡΑΝΙΟ, ΑΝΩ ΑΚΡΑ, ΚΑΙ/Ή ΚΑΤΩ ΑΚΡΑ· 2.6 ΕΩΣ 7.5 cm;;;;;
474;X606203;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΚΡΑΝΙΟ, ΑΝΩ ΑΚΡΑ, ΚΑΙ/Ή ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 5 cm Ή ΛΙΓΟΤΕΡΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
475;X606221;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΜΕΤΩΠΟ, ΠΑΡΕΙΕΣ, ΠΩΓΩΝ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΜΑΣΧΑΛΗ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ ΚΑΙ/Ή ΑΚΡΟΣ ΠΟΥΣ·1.1 ΕΩΣ 2.5 cm;;;;;
476;X606223;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΜΕΤΩΠΟ, ΠΑΡΕΙΕΣ, ΠΩΓΩΝ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΜΑΣΧΑΛΗ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ ΚΑΙ/Ή ΑΚΡΟΣ ΠΟΥΣ· 2.6 ΕΩΣ 7.5 cm;;;;;
477;X606225;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΜΕΤΩΠΟ, ΠΑΡΕΙΕΣ, ΠΩΓΩΝ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΜΑΣΧΑΛΗ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ ΚΑΙ/Ή ΑΚΡΟΣ ΠΟΥΣ· ΓΙΑ ΚΑΘΕ ΕΠΙΠΛΕΟΝ 5 cm Ή ΛΙΓΟΤΕΡΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
478;X606259;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΒΛΕΦΑΡΑ, ΡΙΣ, ΩΤΑ ΚΑΙ/Ή ΧΕΙΛΗ· 1.0 cm Ή ΛΙΓΟΤΕΡΟ;;;;;
479;X606261;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΒΛΕΦΑΡΑ, ΡΙΣ, ΩΤΑ ΚΑΙ/Ή ΧΕΙΛΗ· 1.1 ΕΩΣ 2.5 cm;;;;;
480;X606263;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΒΛΕΦΑΡΑ, ΡΙΣ, ΩΤΑ ΚΑΙ/Ή ΧΕΙΛΗ· 2.6 ΕΩΣ 7.5 cm;;;;;
481;X606265;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΣΥΝΘΕΤΗ, ΒΛΕΦΑΡΑ, ΡΙΣ, ΩΤΑ ΚΑΙ/Ή ΧΕΙΛΗ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 5 cm  Ή ΛΙΓΟΤΕΡΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
482;X606279;ΔΕΥΤΕΡΕΟΥΣΑ ΣΥΓΚΛΕΙΣΗ ΧΕΙΡΟΥΡΓΙΚΟΥ ΤΡΑΥΜΑΤΟΣ Ή ΔΙΑΣΠΑΣΗΣ ΤΡΑΥΜΑΤΟΣ, ΕΚΤΕΤΑΜΕΝΗ Ή ΣΥΝΘΕΤΗ;;;;;
483;X607959;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΚΟΡΜΟΣ· ΑΝΩΜΑΛΙΑ 10 cm² Ή ΛΙΓΟΤΕΡΟ;;;;;
484;X607961;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΚΟΡΜΟΣ· ΑΝΩΜΑΛΙΑ 10 ΕΩΣ 30.0 cm²;;;;;
485;X607999;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΑΝΩ ΚΑΙ/Ή ΚΑΤΩ ΑΚΡΑ· ΑΝΩΜΑΛΙΑ 10 cm² Ή ΛΙΓΟΤΕΡΟ;;;;;
486;X608001;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΑΝΩ ΚΑΙ/Ή ΚΑΤΩ ΑΚΡΑ· ΑΝΩΜΑΛΙΑ 10.1 ΕΩΣ 30.0 cm²;;;;;
487;X608039;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΜΕΤΩΠΟ, ΠΑΡΕΙΕΣ, ΠΩΓΩΝ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΜΑΣΧΑΛΗ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ ΚΑΙ / Ή ΑΚΡΟΣ ΠΟΥΣ· ΑΝΩΜΑΛΙΑ 10 cm² Ή ΛΙΓΟΤΕΡΟ;;;;;
488;X608041;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΜΕΤΩΠΟ, ΠΑΡΕΙΕΣ, ΠΩΓΩΝ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΜΑΣΧΑΛΗ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ ΚΑΙ / Ή ΑΚΡΟΣ ΠΟΥΣ· ΑΝΩΜΑΛΙΑ 10 .1 cm²  ΕΩΣ 30.0 cm²;;;;;
489;X608079;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΒΛΕΦΑΡΑ, ΡΙΝΑ, ΩΤΑ ΚΑΙ/Ή ΧΕΙΛΗ· ΕΛΑΤΤΩΜΑ 10 cm² Ή ΛΙΓΟΤΕΡΟ;;;;;
490;X608081;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΒΛΕΦΑΡΑ, ΡΙΝΑ, ΩΤΑ ΚΑΙ/Ή ΧΕΙΛΗ· ΕΛΑΤΤΩΜΑ 10.1 ΕΩΣ 30.0 cm²;;;;;
491;X608559;ΜΕΤΑΦΟΡΑ ΠΑΡΑΚΕΙΜΕΝΟΥ ΙΣΤΟΥ Ή ΑΝΑΔΙΟΡΓΑΝΩΣΗ ΙΣΤΩΝ, ΑΝΩ ΤΩΝ 30 cm², ΑΣΥΝΗΘΗΣ Ή ΣΥΝΘΕΤΗ, ΟΠΟΙΑΔΗΠΟΤΕ ΠΕΡΙΟΧΗ;;;;;
492;X608659;ΚΡΗΜΝΟΣ ΔΑΚΤΥΛΟΥ ΤΟΥ ΧΕΡΙΟΥ Ή ΤΟΥ ΠΟΔΙΟΥ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΠΡΟΕΤΟΙΜΑΣΙΑΣ ΤΗΣ ΠΕΡΙΟΧΗΣ ΔΕΚΤΗ;;;;;
493;X609963;ΧΕΙΡΟΥΡΓΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ Ή ΔΗΜΙΟΥΡΓΙΑ ΤΗΣ ΠΕΡΙΟΧΗΣ ΔΕΚΤΗ ΜΕ ΕΚΤΟΜΗ ΤΩΝ ΑΝΟΙΚΤΩΝ ΤΡΑΥΜΑΤΩΝ, ΤΗΣ ΕΓΚΑΥΜΑΤΙΚΗΣ ΕΣΧΑΡΑΣ Ή ΤΗΣ ΟΥΛΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΥΠΟΔΟΡΙΩΝ ΙΣΤΩΝ), Ή ΕΚΤΟΜΗ ΤΟΥ ΟΥΛΩΔΟΥΣ ΙΣΤΟΥ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΤΑ ΠΡΩΤΑ 100 cm² Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ;;;;;
494;X609965;ΧΕΙΡΟΥΡΓΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ Ή ΔΗΜΙΟΥΡΓΙΑ ΤΗΣ ΠΕΡΙΟΧΗΣ ΔΕΚΤΗ ΜΕ ΕΚΤΟΜΗ ΤΩΝ ΑΝΟΙΚΤΩΝ ΤΡΑΥΜΑΤΩΝ, ΤΗΣ ΕΓΚΑΥΜΑΤΙΚΗΣ ΕΣΧΑΡΑΣ Ή ΤΗΣ ΟΥΛΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΥΠΟΔΟΡΙΩΝ ΙΣΤΩΝ), Ή ΕΚΤΟΜΗ ΤΟΥ ΟΥΛΩΔΟΥΣ ΙΣΤΟΥ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ  ΕΠΙΠΛΕΟΝ 100 cm², Ή ΜΕΡΟΣ ΑΥΤΩΝ, Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ  ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ  ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
495;X609967;ΧΕΙΡΟΥΡΓΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ Ή ΔΗΜΙΟΥΡΓΙΑ ΤΗΣ ΠΕΡΙΟΧΗΣ ΔΕΚΤΗ ΜΕ ΕΚΤΟΜΗ ΤΩΝ ΑΝΟΙΚΤΩΝ ΤΡΑΥΜΑΤΩΝ, ΤΗΣ ΕΓΚΑΥΜΑΤΙΚΗΣ ΕΣΧΑΡΑΣ Ή ΤΗΣ ΟΥΛΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΥΠΟΔΟΡΙΩΝ ΙΣΤΩΝ), Ή ΕΚΤΟΜΗ ΤΟΥ ΟΥΛΩΔΟΥΣ ΙΣΤΟΥ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΤΑ ΠΡΩΤΑ 100 cm² Ή ΤΟ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ;;;;;
496;X609969;ΧΕΙΡΟΥΡΓΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ Ή ΔΗΜΙΟΥΡΓΙΑ ΤΗΣ ΠΕΡΙΟΧΗΣ ΔΕΚΤΗ ΜΕ ΕΚΤΟΜΗ ΤΩΝ ΑΝΟΙΚΤΩΝ ΤΡΑΥΜΑΤΩΝ, ΤΗΣ ΕΓΚΑΥΜΑΤΙΚΗΣ ΕΣΧΑΡΑΣ Ή ΤΗΣ ΟΥΛΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΥΠΟΔΟΡΙΩΝ ΙΣΤΩΝ), Ή ΕΚΤΟΜΗ ΤΟΥ ΟΥΛΩΔΟΥΣ ΙΣΤΟΥ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΜΕΡΟΣ ΑΥΤΩΝ, Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ  ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ  ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
497;X610039;ΛΗΨΗ ΔΕΡΜΑΤΟΣ ΓΙΑ ΔΕΡΜΑΤΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ ΙΣΤΙΚΗΣ ΚΑΛΛΙΕΡΓΕΙΑΣ, 100 cm² Ή ΛΙΓΟΤΕΡΟ;;;;;
498;X610059;ΜΟΣΧΕΥΜΑ ΠΟΥ ΛΑΜΒΑΝΕΤΑΙ ΜΕ ΧΡΗΣΗ ΛΑΒΙΔΑΣ, ENA Ή ΠΟΛΛΑΠΛΟ, ΓΙΑ ΤΗΝ ΚΑΛΥΨΗ ΕΛΚΟΥΣ ΜΙΚΡΟΥ ΜΕΓΕΘΟΥΣ, ΘΗΛΗ ΔΑΚΤΥΛΟΥ, Ή ΑΛΛΗΣ ΕΛΑΧΙΣΤΗΣ ΑΝΟΙΚΤΗΣ ΕΠΙΦΑΝΕΙΑΣ (ΜΕ ΕΞΑΙΡΕΣΗ ΤΟ ΠΡΟΣΩΠΟ), ΓΙΑ ΕΛΑΤΤΩΜΑ ΕΩΣ 2 cm ΣΕ ΔΙΑΜΕΤΡΟ;;;;;
499;X610159;ΑΥΤΟΜΟΣΧΕΥΜΑ ΜΕΡΙΚΟΥ ΠΑΧΟΥΣ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ, ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ (ΕΚΤΟΣ 15050);;;;;
500;X610161;ΑΥΤΟΜΟΣΧΕΥΜΑ ΜΕΡΙΚΟΥ ΠΑΧΟΥΣ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΓΙΑ ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
501;X610179;ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ, ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ;;;;;
502;X610181;ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
503;X610189;ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ;;;;;
