Α/α;ΚΩΔΙΚΟΣ;ΤΕΛΙΚΕΣ ΟΝΟΜΑΣΙΕΣ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;
7337;K516413;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΧΟΛΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΟΛΗΦΟΡΩΝ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ. ;;;;;
7338;K516421;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΧΟΛΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΟΛΗΦΟΡΩΝ. ΔΥΝΑΜΙΚΗ ΜΕΛΕΤΗ. ;;;;;
7339;K516427;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΧΟΛΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΟΛΗΦΟΡΩΝ. ΔΥΝΑΜΙΚΗ ΜΕΛΕΤΗ. ΜΕ ΦΑΡΜΑΚΟΛΟΓΙΚΗ ΠΑΡΕΜΒΑΣΗ.;;;;;
7340;K516441;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΣΙΕΛΟΓΟΝΩΝ ΑΔΕΝΩΝ;;;;;
7341;K516443;ΑΝΕΝΕΡΓΟΣ;;;;;
7342;K516445;ΑΝΕΝΕΡΓΟΣ;;;;;
7343;K516497;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΛΕΓΧΟΥ ΚΙΝΗΤΙΚΟΤΗΤΑΣ ΟΙΣΟΦΑΓΟΥ;;;;;
7344;K516503;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΠΕΙΚΟΝΙΣΗΣ ΓΑΣΤΡΙΚΟΥ ΒΛΕΝΝΟΓΟΝΟΥ;;;;;
7345;K516505;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΝΙΧΝΕΥΣΗΣ ΓΑΣΤΡΟ-ΟΙΣΟΦΑΓΙΚΗΣ ΠΑΛΙΝΔΡΟΜΗΣΗΣ.;;;;;
7346;K516509;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΓΑΣΤΡΙΚΗΣ ΚΕΝΩΣΗΣ ΥΓΡΩΝ ΤΡΟΦΩΝ.;;;;;
7347;K516515;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ, TEST ΟΥΡΙΑΣ ΜΕ C-14.;;;;;
7348;K516517;ΑΝΕΝΕΡΓΟΣ;;;;;
7349;K516521;ΑΝΕΝΕΡΓΟΣ;;;;;
7350;K516523;ΑΝΕΝΕΡΓΟΣ;;;;;
7351;K516525;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΑΠΟΡΡΟΦΗΣΗΣ ΒΙΤΑΜΙΝΗΣ Β-12 (SCHILLING TEST);;;;;
7352;K516537;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΔΙΕΡΕΥΝΗΣΗΣ ΑΙΜΟΡΡΑΓΙΑΣ ΑΠΟ ΤΟ ΓΑΣΤΡΕΝΤΕΡΙΚΟ;;;;;
7353;K516545;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΑΠΩΛΕΙΑΣ ΠΡΩΤΕΪΝΗΣ ΑΠΟ ΤΟ ΓΑΣΤΡΕΝΤΕΡΙΚΟ;;;;;
7354;K516561;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΠΕΙΚΟΝΙΣΗΣ ΕΚΤΟΠΟΥ ΓΑΣΤΡΙΚΟΥ ΒΛΕΝΝΟΓΟΝΟΥ;;;;;
7355;K516563;ΑΝΕΝΕΡΓΟΣ;;;;;
7356;K516579;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΚΗ ΔΙΑΔΙΚΑΣΙΑ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ;;;;;
7357;K516579.1;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΓΑΣΤΡΙΚΗΣ ΚΕΝΩΣΗΣ ΣΤΕΡΕΑΣ Η ΗΜΙΣΤΕΡΕΑΣ ΤΡΟΦΗΣ;;;;;
7358;K516581;ΑΝΕΝΕΡΓΟΣ;;;;;
7359;K516591;ΑΝΕΝΕΡΓΟΣ;;;;;
7360;K516593;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΟΣΤΩΝ ΚΑΙ ΑΡΘΡΩΣΕΩΝ;;;;;
7361;K516611;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΟΣΤΩΝ ΚΑΙ ΑΡΘΡΩΣΕΩΝ. 3 ΦΑΣΕΩΝ ΚΑΙ ΟΛΟΣΩΜΟ;;;;;
7362;K516621;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΟΣΤΩΝ ΚΑΙ ΑΡΘΡΩΣΕΩΝ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ (SPECT) (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
7363;K516681;ΠΥΚΝΟΜΕΤΡΙΑ. ΜΕΤΡΗΣΗ ΟΣΤΙΚΗΣ ΠΥΚΝΟΤΗΤΑΣ. ΜΙΑ ΠΕΡΙΟΧΗ.;;;;;
7364;K516683;ΠΥΚΝΟΜΕΤΡΙΑ. ΜΕΤΡΗΣΗ ΟΣΤΙΚΗΣ ΠΥΚΝΟΤΗΤΑΣ. ΜΙΑ ΠΕΡΙΟΧΗ.;;;;;
7365;K516779;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΜΥΟΣΚΕΛΕΤΙΚΗ ΔΙΑΔΙΚΑΣΙΑ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ;;;;;
7366;K516779.1;ΠΥΚΝΟΜΕΤΡΙΑ. ΜΕΤΡΗΣΗ ΛΙΠΩΔΟΥΣ ΙΣΤΟΥ - ΜΥΪΚΗΣ ΜΑΖΑΣ.;;;;;
7367;K516809;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΚΑΡΔΙΑΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ (ΜΗ ΑΠΕΙΚΟΝΙΣΤΙΚΗ). 24ΩΡΗ ΚΑΤΑΓΡΑΦΗ (VEST);;;;;
7368;K516837;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΑΓΓΕΙΟΓΡΑΦΙΑ ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;;;;;
7369;K516871;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΑΓΓΕΙΟΓΡΑΦΙΑ ΕΤΕΡΟΠΛΕΥΡΗ;;;;;
7370;K516893;ΣΠΙΝΘΗΡΟΓΡΑΦΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΘΡΟΜΒΟΥ;;;;;
7371;K516895;ΑΝΕΝΕΡΓΟΣ;;;;;
7372;K516897;ΑΝΕΝΕΡΓΟΣ;;;;;
7373;K516899;ΤΟΜΟΓΡΑΦΙΑ ΕΚΠΟΜΠΗΣ ΠΟΖΙΤΡΟΝΙΩΝ (ΡΕΤ). ΑΠΕΙΚΟΝΙΣΗ ΜΥΟΚΑΡΔΙΟΥ. ΜΕΤΑΒΟΛΙΚΗ ΑΞΙΟΛΟΓΗΣΗ;;;;;
7374;K516901;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ. ΣΕ  ΗΡΕΜΙΑ Η ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7375;K516903;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ. ΣΕ  ΗΡΕΜΙΑ ΚΑΙ ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7376;K516909;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ (SPECT). ΣΕ  ΗΡΕΜΙΑ Η ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7377;K516911;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ (SPECT). ΣΕ  ΗΡΕΜΙΑ ΚΑΙ ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7378;K516913;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΥΟΚΑΡΔΙΟΥ. ΑΠΕΙΚΟΝΙΣΗ ΕΜΦΡΑΚΤΟΥ.;;;;;
7379;K516917;ΑΝΕΝΕΡΓΟΣ;;;;;
7380;K516919;ΑΝΕΝΕΡΓΟΣ;;;;;
7381;K516925;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΚΟΙΛΙΟΓΡΑΦΙΑ ΙΣΟΡΡΟΠΙΑΣ. ΣΤΑΤΙΚΗ ΛΗΨΗ. ΣΕ  ΗΡΕΜΙΑ Η ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7382;K516927;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΚΟΙΛΙΟΓΡΑΦΙΑ ΙΣΟΡΡΟΠΙΑΣ. ΣΤΑΤΙΚΗ ΛΗΨΗ. ΣΕ  ΗΡΕΜΙΑ ΚΑΙ ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7383;K516937;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ ΜΕ ΣΥΝΔΥΑΣΜΕΝΗ ΗΚΓ ΚΑΤΑΓΡΑΦΗ (GATED SPECT) ΓΙΑ ΜΕΛΕΤΗ ΚΙΝΗΣΗΣ ΤΟΙΧΩΜΑΤΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
7384;K516941;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ ΜΕ ΣΥΝΔΥΑΣΜΕΝΗ ΗΚΓ ΚΑΤΑΓΡΑΦΗ (GATED SPECT) ΓΙΑ ΥΠΟΛΟΓΙΣΜΟ ΚΛΑΣΜΑΤΟΣ ΕΞΩΘΗΣΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
7385;K516943;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΚΟΙΛΙΟΓΡΑΦΙΑ ΠΡΩΤΗΣ ΔΙΟΔΟΥ. ΣΕ  ΗΡΕΜΙΑ Η ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7386;K516947;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΚΟΙΛΙΟΓΡΑΦΙΑ ΠΡΩΤΗΣ ΔΙΟΔΟΥ. ΣΕ  ΗΡΕΜΙΑ ΚΑΙ ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7387;K516963;ΤΟΜΟΓΡΑΦΙΑ ΕΚΠΟΜΠΗΣ ΠΟΖΙΤΡΟΝΙΩΝ (ΡΕΤ). ΜΕΛΕΤΗ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΣΕ  ΗΡΕΜΙΑ Η ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7388;K516965;ΤΟΜΟΓΡΑΦΙΑ ΕΚΠΟΜΠΗΣ ΠΟΖΙΤΡΟΝΙΩΝ (ΡΕΤ). ΜΕΛΕΤΗ ΑΙΜΑΤΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΣΕ  ΗΡΕΜΙΑ ΚΑΙ ΜΕΤΑ  ΚΟΠΩΣΗ ( ΆΣΚΗΣΗΣ Η ΦΑΡΜΑΚΕΥΤΙΚΗ);;;;;
7389;K516969;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΚΟΙΛΙΟΓΡΑΦΙΑ ΙΣΟΡΡΟΠΙΑΣ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΗ (SPECT).;;;;;
7390;K516973;ΑΝΕΝΕΡΓΟΣ;;;;;
7391;K516979;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΚΑΡΔΙΑΓΓΕΙΑΚΟΥ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ;;;;;
7392;K516979.1;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΝΕΥΡΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ (SPECT).;;;;;
7393;K516979.2;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΝΕΥΡΩΣΗΣ ΜΥΟΚΑΡΔΙΟΥ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ. ΠΡΩΙΜΕΣ ΚΑΙ ΚΑΘΥΣΤΕΡΗΜΕΝΕΣ.;;;;;
7394;K517141;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΠΝΕΥΜΟΝΩΝ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ.;;;;;
7395;K517149;ΑΝΕΝΕΡΓΟΣ;;;;;
7396;K517151;ΑΝΕΝΕΡΓΟΣ;;;;;
7397;K517153;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΕΡΙΣΜΟΥ ΠΝΕΥΜΟΝΩΝ. ΑΕΡΟΛΥΜΑ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ.;;;;;
7398;K517155;ΑΝΕΝΕΡΓΟΣ;;;;;
7399;K517157;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΔΙΑΧΥΣΕΩΣ ΠΝΕΥΜΟΝΩΝ.;;;;;
7400;K517163;ΑΝΕΝΕΡΓΟΣ;;;;;
7401;K517167;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΕΡΙΣΜΟΥ ΠΝΕΥΜΟΝΩΝ. ΑΕΡΙΑ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ.;;;;;
7402;K517169;ΑΝΕΝΕΡΓΟΣ;;;;;
7403;K517173;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΠΝΕΥΜΟΝΩΝ. ΠΟΣΟΤΙΚΗ ΜΕΛΕΤΗ ΠΝΕΥΜΟΝΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ.;;;;;
7404;K517179;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΑΝΑΠΝΕΥΣΤΙΚΗ ΔΙΑΔΙΚΑΣΙΑ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ;;;;;
7405;K517181;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΓΚΕΦΑΛΟΥ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ.;;;;;
7406;K517183;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΓΚΕΦΑΛΟΥ. ΔΥΝΑΜΙΚΗ ΜΕΛΕΤΗ.;;;;;
7407;K517191;ΑΝΕΝΕΡΓΟΣ;;;;;
7408;K517193;ΑΝΕΝΕΡΓΟΣ;;;;;
7409;K517195;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΓΚΕΦΑΛΟΥ. ΤΟΜΟΓΡΑΦΙΚΗ ΛΗΨΗ (SPECT);;;;;
7410;K517197;ΤΟΜΟΓΡΑΦΙΑ ΕΚΠΟΜΠΗΣ ΠΟΖΙΤΡΟΝΙΩΝ (PET). ΜΕΛΕΤΗ ΜΕΤΑΒΟΛΙΣΜΟΥ ΕΓΚΕΦΑΛΟΥ.;;;;;
7411;K517199;ΤΟΜΟΓΡΑΦΙΑ ΕΚΠΟΜΠΗΣ ΠΟΖΙΤΡΟΝΙΩΝ (PET). ΜΕΛΕΤΗ ΑΙΜΑΤΩΣΕΩΣ ΕΓΚΕΦΑΛΟΥ.;;;;;
7412;K517201;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΙΜΑΤΩΣΗΣ ΕΓΚΕΦΑΛΟΥ.;;;;;
7413;K517241;ΣΠΙΝΘΗΡΟΓΡΑΦΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΡΟΗΣ ΕΓΚΕΦΑΛΟΝΩΤΙΑΙΟΥ ΥΓΡΟΥ, (ΜΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΕΙΣΑΓΩΓΗΣ ΥΛΙΚΟΥ). ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ.;;;;;
7414;K517251;ΑΝΕΝΕΡΓΟΣ;;;;;
7415;K517271;ΑΝΕΝΕΡΓΟΣ;;;;;
7416;K517275;ΣΠΙΝΘΗΡΟΓΡΑΦΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΡΟΗΣ ΕΓΚΕΦΑΛΟΝΩΤΙΑΙΟΥ ΥΓΡΟΥ, (ΜΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΕΙΣΑΓΩΓΗΣ ΥΛΙΚΟΥ). ΤΟΜΟΓΡΑΦΙΚΗ ΛΗΨΗ (SPECT).;;;;;
7417;K517281;ΑΝΕΝΕΡΓΟΣ;;;;;
7418;K517301;ΣΠΙΝΘΗΡΟΓΡΑΦΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΔΑΚΡΥΪΚΗΣ ΟΔΟΥ.;;;;;
7419;K517379;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΝΕΥΡΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ;;;;;
7420;Κ517379.1;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΕΛΕΤΗΣ ΒΑΣΙΚΩΝ ΓΑΓΓΛΙΩΝ ΕΓΚΕΦΑΛΟΥ. ΤΟΜΟΓΡΑΦΙΚΗ ΛΗΨΗ (SPECT).;;;;;
7421;Κ517379.2;ΤΟΜΟΓΡΑΦΙΑ ΕΚΠΟΜΠΗΣ ΠΟΖΙΤΡΟΝΙΩΝ (PET). ΜΕΛΕΤΗ ΝΕΥΡΟΫΠΟΔΟΧΕΩΝ.;;;;;
7422;Κ517379.3;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΠΡΟΣΥΝΑΠΤΙΚΩΝ ΥΠΟΔΟΧΕΩΝ ΒΑΣΙΚΩΝ ΓΑΓΓΛΙΩΝ ΕΓΚΕΦΑΛΟΥ. ΤΟΜΟΓΡΑΦΙΚΗ ΛΗΨΗ (SPECT).;;;;;
7423;Κ517379.4;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΕΤΑΣΥΝΑΠΤΙΚΩΝ ΥΠΟΔΟΧΕΩΝ ΒΑΣΙΚΩΝ ΓΑΓΓΛΙΩΝ ΕΓΚΕΦΑΛΟΥ. ΤΟΜΟΓΡΑΦΙΚΗ ΛΗΨΗ (SPECT).;;;;;
7424;K517381;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΟΡΦΟΛΟΓΙΑΣ ΝΕΦΡΩΝ.ΣΤΑΤΙΚΗ ΛΗΨΗ;;;;;
7425;K517383;ΑΝΕΝΕΡΓΟΣ;;;;;
7426;K517395;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΟΡΦΟΛΟΓΙΑΣ ΚΑΙ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΝΕΦΡΩΝ.ΔΥΝΑΜΙΚΗ ΛΗΨΗ. ΧΩΡΙΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΠΑΡΕΜΒΑΣΗ;;;;;
7427;K517397;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΟΡΦΟΛΟΓΙΑΣ ΚΑΙ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΝΕΦΡΩΝ. ΔΥΝΑΜΙΚΗ ΛΗΨΗ. ΜΕ ΦΑΡΜΑΚΕΥΤΙΚΗ ΠΑΡΕΜΒΑΣΗ (Π.Χ., ΑΝΑΣΤΟΛΕΑΣ ΜΕΤΑΤΡΕΠΤΙΚΟΥ ΕΝΖΥΜΟΥ ΑΓΓΕΙΟΤΕΝΣΙΝΗΣ, ΔΙΟΥΡΗΤΙΚΑ, Κ.Λ.Π.);;;;;
7428;K517399;ΑΝΕΝΕΡΓΟΣ;;;;;
7429;K517401;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΟΡΦΟΛΟΓΙΑΣ ΝΕΦΡΩΝ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ (SPECT);;;;;
7430;K517431;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΝΕΦΡΩΝ. ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΡΥΘΜΟΥ ΣΠΕΙΡΑΜΑΤΙΚΗΣ ΔΙΗΘΗΣΗΣ (GFR);;;;;
7431;K517441;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΕΛΕΤΗΣ ΥΠΟΛΕΙΜΜΑΤΟΣ ΟΥΡΩΝ ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ.;;;;;
7432;K517461;ΆΜΕΣΗ ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΚΥΣΤΕΟΓΡΑΦΙΑ;;;;;
7433;K517503;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΌΡΧΕΩΝ;;;;;
7434;K517579;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΟΥΡΟΠΟΙΟΓΕΝΝΗΤΙΚΗ ΔΙΑΔΙΚΑΣΙΑ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ;;;;;
7435;K517579.1;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΝΕΦΡΩΝ. ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΔΡΑΣΤΙΚΗΣ ΝΕΦΡΙΚΗΣ ΡΟΗΣ ΠΛΑΣΜΑΤΟΣ (ΕRΡF).;;;;;
7436;K517579.2;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΟΡΦΟΛΟΓΙΑΣ ΚΑΙ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΝΕΦΡΩΝ ΜΕ ΣΩΛΗΝΑΡΙΑΚΟ ΡΑΔΙΟΦΑΡΜΑΚΟ. ΔΥΝΑΜΙΚΗ ΛΗΨΗ. ΧΩΡΙΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΠΑΡΕΜΒΑΣΗ. ;;;;;
7437;K517579.3;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΟΡΦΟΛΟΓΙΑΣ ΚΑΙ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΝΕΦΡΩΝ ΜΕ ΣΩΛΗΝΑΡΙΑΚΟ ΡΑΔΙΟΦΑΡΜΑΚΟ. ΔΥΝΑΜΙΚΗ ΛΗΨΗ. ΜΕ ΦΑΡΜΑΚΕΥΤΙΚΗ ΠΑΡΕΜΒΑΣΗ. ;;;;;
7438;K517579.4;ΈΜΜΕΣΗ ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΚΥΣΤΕΟΓΡΑΦΙΑ;;;;;
7439;K517581;ΑΝΕΝΕΡΓΟΣ;;;;;
7440;K517583;ΑΝΕΝΕΡΓΟΣ;;;;;
7441;K517585;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΝΤΟΠΙΣΜΟΥ ΟΓΚΟΥ.ΛΗΨΕΙΣ 1 ΗΜΕΡΑΣ;;;;;
7442;K517587;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΝΤΟΠΙΣΜΟΥ ΟΓΚΟΥ. ΤΟΜΟΓΡΑΦΙΚΗ ΛΗΨΗ (SPECT).;;;;;
7443;K517589;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΝΤΟΠΙΣΜΟΥ ΟΓΚΟΥ. ΛΗΨΕΙΣ 2 ΗΜΕΡΩΝ;;;;;
7444;K517591;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΝΤΟΠΙΣΜΟΥ ΦΛΕΓΜΟΝΗΣ ΜΕ IN VITRO ΕΠΙΣΗΜΑΝΣΗ ΛΕΥΚΟΚΥΤΤΑΡΩΝ.;;;;;
